full_text;Cat
TGL 01/03/2023 PROSES PB (R1MT/900 VA) MELALUI PLN MOBILE DENGAN KODE REGISTRASI : 3263012035509 3263012035511 3263012035513 3263012035514 3263012035515 3263012035516 3263012035517 . TGL 01/03/2023 BP DAN STROOM AWAL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN.;1
TERKAIT LAPORAN NO K5423051010575 STATUS SELESAI NAMUN BELUM ADA PETUGAS YANG DATANG PERIHAL MOHON TINDAKLANJUT DAN PENYELESAIAN. PELANGGAN MERASA LONJAKAN REK MEI 2023 = ST AW 15900, ST AK 16602. BERDASARKAN ANGKA ACMT MEI 2023 = 16602. REK (BELUM DILUNASI). (KONDISI PERSIL DIHUNI, APP MUDAH DIJANGKAU DAN PETUGAS SERING DATANG) . PLN 123 TELAH MENJELASKAN SESUAI KETENTUAN NAMUN PELANGGAN TETAP MENGINGINKAN TINDAK LANJUT.;4
MUTASI_K (G9923051425003:.) - MOHON PERIKSA APP PRABAYAR DISPLAY TERTERA GAGAL. PTL TIDAK PADAM. STATUS PADA AP2T TERDAPAT PROSES PENGAJUAN PD DENGAN NOMOR REGISTRASI 5664015082099 DAN SISA KWH 108.56.;1
MOHON TINDAKLANJUT DAN PENYELESAIAN. PELANGGAN SEBELUMNYA MELAPORKAN PERIHAL PEMASANGAN KABEL SR SERI-SERIAN TANPA TIANG DISATU GANG. PETUGAS TELAH MELAKUKAN SURVEY PADA JANUARI 2019 NAMUN HINGGA SAAT INI MASIH BELUM ADA PERUBAHAN DAN SR MASIH SERI-SERIAN. SESUAI INFO PELANGGAN PIHAK PEMASARAN PT GRAHA SUKADAMI SENDIRI SUDAH MEMBERIKAN 2 BUAH TIANG TETAPI KABEL LISTRIK BELUM DIPINDAHKAN OLEH PETUGAS PLN. PELANGGAN MENGINGINKAN KELUHAN TSB DAPAT SEGERA DITINDAKLANJUTI.;0
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. (BELUM ADA) PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 222/ SESUAI INFORMASI PELANGGAN BELUM ADA TINDAKLANJUT DARI Unit PLN SETEMPAT. CC.54.FRISCILIA.LC TGL. 14/05/2023 JAM 18:00 DENGAN ID TIKET E2J3HIL SESUAI INFORMASI PELANGGAN BELUM ADA TINDAKLANJUT DARI Unit PLN SETEMPAT. CC.54.AFANDY.LC TGL 14/05/2023 JAM 19:50;4
TERKAIT K5423042303056. MOHON TINDAKLANJUT DAN PENYELESAIAN. SEKITAR APRIL 2021 PELANGGAN DATANG KE KANTOR PLN TERKAIT MENGAJUKAN PROSES PB (R1T/900 VA) DENGAN NIK 3210170101880121 A.N DODI, NAMUN DITOLAK DAN DIINFOKAN BAHWA KUOTA PENUH. SAAT INI YBS MENGINGINKAN PEMASANGAN DENGAN DAYA 1.300 VA.;1
MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA (KWH DIRASAKAN TIDAK BERKURANG). SEJAK 2 BULAN YG LALU. SISA KWH 658.64.;3
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM SUDAH ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 41,19. PTL TIDAK PADAM.;4
TGL 13/05/2023 TUNGGAKAN REK BULAN APRIL BERIKUT BK DAN REK BERJALAN BULAN MEI 2023 TELAH DILUNASI. PTL MINTA SEGERA DISAMBUNG.;6
MOHON TINDAK LANJUT DAN PENYELESAINYA PELANGGAN MENGHENDAKI PENGGANTIAN APP DI KARENAKAN USIA APP LEBIH DARI 8 TAHUN DAN PERNAH TERJADI GANGGUAN. PELANGGAN KHAWATIR TERJADI GANGGUAN KEMBALI.;3
DI WILAYAH TSB PTL SERING PADAM BANYAK RUMAH DALAM BEBERAPA HARI TERAKHIR HAMPIR 1 HARI 2 SAMPAI 3 KALI PADAM. PTL TIDAK PADAM.;0
MUTASI_K (G9923051424449:mohon bantuannya) - PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 77,28.;4
TERKAIT K5423051010054, K5423051305819. MOHON UNTUK DITINDAKLANJUTI. PENGAJUAN PROSES GESER APP DIKARENAKAN RENOVASI DENGAN NO. KTP PEMILIK 3375043012660014 - MUDHO'AP DAN NO. KTP DIBERI KUASA 3375042007960004 - WILDAN TANTOWI PEMOHON MENGAKU SEBAGAI YANG DIBERIKAN KUASA. MOHON PENANGANAN SEGERA PELANGGAN MENGHUBUNGI KEMBALI, BELUM ADA KONFIRMASI DARI PETUGAS UNIT.;3
DI WILAYAH TSB PTL SERING PADAM (DALAM 1 MINGGU TERAKHIR HAMPIR SETIAP HARI PADAM).;0
DI (WILAYAH) TSB PTL SERING PADAM (BANYAK RUMA) DALAM (1 HARI 3-4 KALI PADAM) TERAKHIR PADAM TGL 13/5/2023. PTL TIDAK PADAM;0
MUTASI_K (G9923051424008:kondisi jaringan listrik) - DI (WILAYAH) TSB PTL SERING PADAM (BANYAK RUMAH) SEJAK 11/5/2023. DALAM (1 HARI PADAM 2X) TERAKHIR HAMPIR (13/5/2023 TERJADI 2 KALI) PADAM. PTL TIDAK PADAM.;0
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH 66,31;4
TERKAIT K5423051304709, STATUS SELESAI NAMUN SESUAI INFO PELANGGAN BELUM DIKONFIRMASI. MOHON TINDAK LANJUT DAN PENYELESAIANNYA. TGL 23/09/2022 TERJADI GANGGUAN PADAM (G5422092307852) DI PERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP. ANGGA & MARNO DENGAN CARA SAMBUNG LANGSUNG. PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN.;3
MOHON UNTUK DITINDAKLANJUTI PELANGGAN BERMAKSUD MENGAJUKAN PROMO PD MELALUI APLIKASI PLN MOBILE NAMUN ALAMAT KELURAHAN DAN KECAMATAN TIDAK TERSEDIA. ID PEL 546102290690.;1
MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA (KWH DIRASAKAN CEPAT HABIS). SEJAK AKHIR 2021. SESUAI INFORMASI PELANGGAN DALAM 1 MINGGU TOKEN RP. 100.000 HABIS. PTL NORMAL SISA 38,66 kwh;4
MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA (KWH DIRASAKAN CEPAT HABIS). SEJAK AKHIR 2021. SESUAI INFORMASI PELANGGAN DALAM 1 MINGGU TOKEN RP. 100.000 HABIS. PTL NORMAL SISA 38,66 kwh. mohon pembatalan dikarenakan salah input data. cc.52.swandika.sm;4
ST AK REK (MEI 2023) = 16892, ST APP PADA ACMT TGL 28/04/23 = 16892. REK BELUM DILUNASI STAND APP SAAT INI 16862. TIDAK BERPAGAR APP MUDAH DIJANGKAU DAN RUMAH DIHUNI;4
MOHON TINDAK LANJUT DAN PENYELESAIAN. PELANGGAN MELAKUKAN PERMOHONAN PS L/2200 VA DENGAN NOMOR REGISTER 5114629017018. PELANGGAN MENGHENDAKI DI LAKUKAN PERUBAHAN JAM PEMASANGAN YANG SEBELUMNYA PUKUL 08.00 WIB DI RUBAH MENJADI 5.30 pagi - 17.30 WIB.;2
PELANGGAN TIDAK DAPAT INPUT TOKEN SETELAH UPDATE VKRN 43 - PTL MENYALA. SISA 1276 KWH .TIDAK ADA PEMBARUAN APP. NO TOKEN 4076 5198 3345 2834 0007. PELANGGAN PERNAH LAPOR DENGAN NO LAPOR : K5223051301248 DAN K1223051300404. , STATUS BATAL;4
MUTASI_K (G9923051323056:tolong penangganan nya masalah sambung lansung) - MOHON TINDAK LANJUT DAN PENYELESAIANNYA. BERDASARKAN INFO PELANGGAN TGL 08/05/2023 TERJADI GANGGUAN PADA MCB DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP. BAYU DENGAN CARA SAMBUNG LANGSUNG DENGAN NO.BA = DG 53702/20/00182 PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN.;3
MOHON UNTUK DITINDAKLANJUTI. PENGAJUAN PROSES GESER APP DIKARENAKAN RENOVASI DENGAN NO. KTP PEMILIK 3375043012660014 - MUDHO'AP DAN NO. KTP DIBERI KUASA 3375042007960004 - WILDAN TANTOWI PEMOHON MENGAKU SEBAGAI YANG DIBERIKAN KUASA. TERKAIT K5423051010054, BELUM ADA KONFIRMASI OLEH PETUGAS UNIT;3
MOHON TINDAK LANJUT DAN PENYELESAIAN. TGL 13/05/2023 DATANG MENGAKU PETUGAS DENGAN NAMA ARIF, MEMINTA UANG SEBESAR RP125.000 UNTUK PEMASANGAN BOX TAMBAHAN PADA APP. UANG TSB TELAH DIBERIKAN KEPADA PETUGAS. MOHON PELANGGAN DIKONFIRMASI.;3
MOHON PERIKSA APP PRABAYAR DISPLAY TERTERA (GAGAL). PTL TIDAK PADAM. PEMBELIAN TOKEN PADA TGL. 12/05/2023 DENGAN NOMOR TOKEN 6923 3037 5108 2201 2068 DAN SISA KWH 307,75. DAN DATA PADA P2APST NOMOR METER 34037192324 TERTERA KIRIM DIL PREPAID/NEDISYS CARGO.;4
MOHON PERIKSA APP PRABAYAR, BUZZER ALARM TIDAK BERBUNYI PTL TIDAK PADAM. SISA KWH 130,73 KWH;3
MUTASI_K (G9923051322949:Perlu dihubungi petugas) - DIWILAYAH TSB PTL SERING PADAM. SEMINGGU TERAKHIR SETIAP HARI PADAM MULAI PUKUL 18.00.;0
MOHON TINDAK LANJUT DAN PENYELESAIANNYA. BERDASARKAN INFO PELANGGAN TGL 23/09/2022 TERJADI GANGGUAN PADAM DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP. ANGGA & MARNO DENGAN CARA SAMBUNG LANGSUNG. PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN.;3
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 69,17 . PTL TIDAK PADAM;4
MOHON INFORMASI DAN PENYELESAIAN. TGL 12/05/2023 DATANG PETUGAS A.N HERMAN MEMINTA SEJUMLAH UANG UNTUK PEMBAYARAN REKENING YANG TELAH DIBAYARKAN. STATUS PADA AP2T TGL 30/04/2023 REKENING APRIL 2023 LUNAS. MOHON AGAR PELANGGAN DAPAT DIKONFIRMASI.;4
MOHON TINDAK LANJUT DAN PENYELESAIANNYA. PELANGGAN MENGELUHKAN GALIAN KABEL PLN YANG MENYEBABKAN JALAN YANG SUDAH SEMPIT, DISAMPING MEDIAN (TROTOAR) BANYAK LUBANG BEKAS GALIAN YG TDK DIRAPIKAN/ DI ASPAL KEMBALI SEHINGGA JALAN HARUS AGAK KE TENGAH UTK MENGHINDARI LUBANG TSB. PELANGGAN TIDAK BERSEDIA MENGIRIMKAN DATA NOMOR TELP NAMUN TETAP MENGINGINKAN AGAR DILAKUKAN PENGECEKAN.;0
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 39.51. NOMOR TOKEN 54580554571641487236 PTL TIDAK PADAM.;4
MOHON UNTUK DITINDAKLANJUTI. PENGAJUAN PROSES GESER APP DIKARENAKAN RENOVASI (MEMPERBAIKI INSTALASI LISTRIK RUMAH YG KURANG BAGUS) DENGAN NO. KTP PEMILIK 3273296311920001 AN. RESTURINI REZKI RAHMALI MOFI PEMOHON MENGAKU SEBAGAI PEMILIK. TERKAIT PENGAJUAN TERSEBUT MOHON PELANGGAN DAPAT DIHUBUNGI.;3
TOKEN GAGAL DIINPUTKAN KARENA VKRN 43. SISA KWH 14.26;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 17.29. PTL TIDAK PADAM.;4
PELANGGAN TIDAK DAPAT INPUT TOKEN SETELAH UPDATE VKRN 43. PTL MENYALA SISA KWH 14.78;4
MUTASI_K (G9923051221851:isi token tidak bisa) - MOHON PERIKSA APP PRABAYAR DISPLAY TERTERA (GAGAL). PTL TIDAK PADAM. PEMBELIAN TOKEN PADA TGL. 12/05/2023 SEBESAR RP. 100.000 DENGAN NOMOR TOKEN 0203 1818 0812 0632 3083 DAN SISA KWH 64.88;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. (BELUM ADA) PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 16,11.;4
MOHON UNTUK DITINDAKLANJUTI. TGL 11/05/2023 DILAKUKAN PERGANTIAN APP PRABAYAR DIKARENAKAN GANGGUAN APP BLANK SESUAI INFO PELANGGAN MASIH TERDAPAT SISA KWH YANG BELUM DIINPUT PADA APP LAMA (ID METER LAMA 32032105689 ) (PELANGGAN TIDAK MENGETAHUI SISA KWH SEBELUMNYA. MOHON DAPAT DIKONVERSI KE APP BARU (ID METER BARU 86239373011 );3
MOHON BANTUAN LAYANAN, PELANGGAN DENGAN NO ID PEL 538711288193, INGIN MENGAJUKAN MIGRASI, NAMUN PADA AP2T TIDAK BISA. MUNCUL KETERANGAN Id Pel ini masih dalam proses permohonan. MOHON PELANGGAN DIKONFIRMASI PERIHAL TERSEBUT.;1
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43 PTL MENYALA SISA 33.71 KWH;4
DI WILAYAH TERSEBUT PTL SERING PADAM. DALAM 1 HARI 2 KALI PADAM;0
MUTASI_K (G9923051221304:Mohon dipandu CT/KCT) - PELANGGAN TDK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH 85.33;4
MOHON UNTUK DITINDAKLANJUTI PROSES BALIK NAMA DARI EDI HADI MENJADI BOWO ARIYATNO. DENGAN NO. KTP PEMILIK 3273260209910002 DAN NPWP PEMILIK 817013147429000 PEMOHON MENGAKU SEBAGAI (PEMILIK) TERKAIT K5423051109370. TELAH DIHUBUNGI NAMUN DIINFORMASIKAN MENUNGGU APPROVE.;1
MUTASI_K (G9923051221296:gangguan) - PELANGGAN TDK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH 77,25;4
MOHON TINDAKLANJUT DAN PENYELESAIAN PELANGGAN BERMAKSUD MENGAJUKAN PROSES PD (R1MT / 900- R1T/ 1300 VA) NMN TIDAK DAPAT DIPORSES DIKARENAKAN KABUPATEN/KOTA TDK SESUAI DENGAN DATA AP2T .;1
LAPORAN INI TERKAIT DENGAN LAPORAN SEBELUMNYA K5423042902838 DAN K5423050902864: MOHON PERIKSA APP PRABAYAR, KARENA DIRAGUKAN KONDISI BEROPERASINYA (KWH DIRASAKAN TIDAK BERKURANG WALAUPUN ADA PEMAKAIAN) SEJAK 6 HARI YANG LALU. ID METER 56506346511. SISA 108.86 KWH. STATUS SELESAI NAMUN BELUM ADA KONFIRMASI SERTA TINDAK LANJUT PETUGAS HINGGA SAAT INI.;3
MUTASI_K (G9923051323486:gangguan) - MOHON UNTUK DITINDAKLANJUTI PROSES BALIK NAMA DARI KUSAINI MENJADI HARIYONO. DENGAN NO. KTP PEMILIK HARIYONO 3504170711600001 DAN NPWP PEMILIK 25.691.904.4-629.000 PEMOHON MENGAKU SEBAGAI (PEMILIK).;1
PELANGGAN TIDAK BISA ISI TOKEN SETELAHUPDATE VKRN 43 PTL MENYALA SISA 313.09 KWH. TERKAIT NOMOR LAPOR K5223050900557 K5423050907756 , K5223051001956 DAN K5423051112063 INFO PELANGGAN BELUM ADA PETUGAS YG MENGHUBUNGI ATAU MENGKONFIRMASI TERKAIT HAL TSB.;4
MOHON UNTUK DITINDAKLANJUTI. TGL 04/05/2023 DILAKUKAN PERGANTIAN APP PRABAYAR DIKARENAKAN PEREMAJAAN. SESUAI INFO PELANGGAN MASIH TERDAPAT SISA KWH (PELANGGAN TIDAK MENGETAHUI DETAILNYA) MOHON DAPAT DIKONVERSI KE APP BARU (ID METER BARU). ID PEL 514110723027;3
TOKEN GAGAL DIINPUTKAN KARENA VKRN 43. SISA KWH 24.47;4
MOHON TINDAK LANJUT DAN PENYELESAIANNYA. BERDASARKAN INFO PELANGGAN TGL 10/05/2023 TERJADI GANGGUAN TIDAK DAPAT INPUT NOMOR TOKEN (VKRN) (G5423051030788) DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP. TEDI DENGAN CARA SAMBUNG LANGSUNG DENGAN NO.BA = 533012870 PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN.;4
MOHON TINDAKLANJUT DAN PENYELESAIAN. PELANGGAN MERASA TERJADI LONJAKAN REKENING MEI 2023. PLN 123 TELAH MENJELASKAN STAND AKHIR REK APRIL SESUAI DENGAN ACMT NAMUN PELANGGAN BERKEBERATAN. PELANGGAN MENGINGINKAN PENJELASAN DAN KONFIRMASI.;5
MUTASI_K (G9923051221175:sudah normal) - PELANGGAN TIDAK DAPAT INPUT TOKEN PTL TIDAK PADAM SISA 7582 KWH;4
TGL 11/11/2022 PROSES PD (R1MT/900VA - R1T/1300VA) MELALUI PLN MOBILE DENGAN KODE REGISTRASI/BOOKING 3121115010742. TGL 11/11/2022 BP DAN STROOM AWAL/UJL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. PADA STATUS AP2T TERTERA SUDAH PEREMAJAAN PDL DAN SESUAI INFORMASI PELANGGAN MCB MASIH TERPASANG 4 A (DILAMPIRKAN FOTO KWH METER), DAN BELUM ADA YANG MENGHUBUNGI.;1
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. (BELUM ADA) PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 18.00;4
TERKAIT K5423051108757. TGL 25/04/2023 PEMBAYARAN PROSES PB (R1MT/900 VA) DENGAN NO REGISTRASI 1251112047617. BP DAN STROOM AWAL TELAH DILUNASI. NAMUN BELUM ADA REALISASI PENYAMBUNGAN. PADA STATUS AP2T TERTERA PEREMAJAAN PDL TGL 26/04/2023. SESUAI INFORMASI TELAH DHUBUNGI DAN DISARANKAN UNTK PAKAI TIANG BENDERA, NAMUN YBS TIDAK MEMILIKI DANA.;1
LEBIH TAGIH. ST AK REK APR 23 = 33639, ST APP TGL 16/04/23 = 33415. REK (TELAH DILUNASI). (DIHUNI, BERPAGAR DAN TERKUNCI, APP SULIT DIJANGKAU DAN MENGGUNAKAN PAPAN METER, PETUGAS RUTIN DATANG). PELANGGAN MENGINGINKAN AGAR HAL TSB TIDAK TERULANG KEMBALI. PELANGGAN PERNAH LAPOR DENGAN NO: K5423041607198 DAN K5223051100402 , STATUS SELESAI, PELANGGAN TIDAK KONFIRMASI s.d 1X6 JAM. (PENGADUAN TERAKHIR STATUS DIBATALKAN);4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. PTL TIDAK PADAM SISA KWH 23.13;4
MOHON TINDAK LANJUT DAN PENYELESAIAN. PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU R1/900 VA (SUBSIDI) DENGAN NO KTP PEMILIK BANGUNAN 3209380602910005 . NAMUN PADA DATA AP2T TERTERA NO KTP TSB SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN. INFO PELANGGAN BELUM ADA YG MENGHUBUNGI TERKAIT K5423051106960;1
MOHON DITINDAKLANJUTI, PELANGGAN MENGHENDAKI PEMASANGAN BARU KEMBALI SETELAH BONGKAR RAMPUNG DENGAN DAYA 900 VA NIK KTP PEMILIK 3175015612860003 A.N PRIMA JEIHEN PUTRI MAYANG SARI SA 20.000. PELANGGAN PERNAH LAPOR DENGAN NO: K5223051000855 STATUS SELESAI, PELANGGAN TIDAK KONFIRMASI s.d 1X6 JAM;1
TGL 06/04/2023 PROSES PB (B2/ 10600 VA) MELALUI CRM DENGAN KODE REGISTRASI 2215011069015. TGL 06/04/2023 BP DAN UJL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. PADA STATUS AP2T TERTERA PEMBAYARAN.;1
DI WILAYAH TSB SERING TERJADI GANGGUAN PADAM BANYAK RUMAH. SESUAI INFORMASI PELANGGAN SETIAP HARI PADAM. PTL SAAT INI MENYALA. PELANGGAN MENGHENDAKI EVALUASI DAN KONFIRMASI.;0
PELANGGAN TIDAK BISA ISI TOKEN SETELAHUPDATE VKRN 43 PTL MENYALA SISA 313.09 KWH. TERKAIT NOMOR LAPOR K5223050900557 K5423050907756 DAN K5223051001956, INFO PELANGGAN BELUM ADA PETUGAS YG MENGHUBUNGI ATAU MENGKONFIRMASI TERKAIT HAL TSB.;4
MOHON TINDAKLANJUTI. SESUAI INFO PELANGGAN DILOKASI TRAFO TERBAKAR DAN PETUGAS SUDAH DATANG MEMBAWA GARDU BERJALAN. NAMUN GARDU BERJALAN TSB MENGHALANGI USAHA KEDAI DAN TIDAK ADA KOMUNIKASI DAN KORDINASI SEBELUMNYA;0
MUTASI_K (G9923051120081:Pelanggan ingin dilakukan cek ke lokasi) - MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA (KWH DIRASAKAN CEPAT HABIS). SEJAK 08/05/2023. SESUAI INFORMASI PELANGGAN TIDAK ADA PENAMBAHAN ALAT ELEKTRONIK SISA KWH 11.;3
DISPLAY APP TERTERA GAGAL, TIDAK DAPAT INPUT TOKEN SETELAH UPDATE VKRN 43. PTL TIDAK PADAM. SISA KWH 15.52. NO TOKEN 57659194025494494520.;4
MOHON TINDAK LANJUT DAN PENYELESAIAN. PETUGAS AN. GILANG ADIO HAKIM ALMAKH MEMINTA BIAYA UNTUK TUNGGAKAN REK LISTRIK BULAN APRIL DAN MEI 2023 (DIBERIKAN) DITRANSFER VIA BANK BNI NO REK 6150727021 AN. GILANG ADIL HAKIM ALMAKH, SEBESAR RP. 758.500,- PADA TANGGAL 11/05/2023. ATRIBUTE PETUGAS MENGGUNAKAN SERAGAM PLN.;6
MOHON UNTUK DITINDAKLANJUTI PROSES BALIK NAMA DARI EDI HADI MENJADI BOWO ARIYATNO. DENGAN NO. KTP PEMILIK 3273260209910002 DAN NPWP PEMILIK 817013147429000 PEMOHON MENGAKU SEBAGAI (PEMILIK) TERKAIT : K5223051100610;1
MOHON TINDAK LANJUT DAN PENYELESAIAN. PELANGGAN MERASA LONJAKAN REK MEI 2023 = ST AW 5589, ST AK 5637. STAND APP TGL 11/05/2023 = 5657. REK (TELAH DILUNASI). (KONDISI PERSIL DIHUNI, LETAK KWH MUDAH DIJANGKAU DAN POSISI PETUGAS RUTIN DATANG). PLN 123 TELAH MENJELASKAN SESUAI KETENTUAN NAMUN PELANGGAN TETAP MENGINGINKAN TINDAK LANJUT.;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH 33,84;4
BANYAK RUMAH SERING PADAM. PELANGGAN MELAPOR KLEMBALI SAAT INI SEDANG PADAM CC.52.DIAH.SM // SESUAI INFO PELANGGAN SAAT INI PTL SUDAH MENYALA. UPDATE CC.52.ACHMAD.SM;1
MUTASI_K (G9923051119841:padam) - MOHON PENGECEKAN JARINGAN DI WILAYAH TERSEBUT SERING PADAM SAAT HUJAN KETIKA HUJAN BERHENTI LISTRIK MENYALA NORMAL.;0
TERKAIT K5223050901079. TGL 24/01/2022 PROSES PB (R1T/1.300 VA) MELALUI WEB ONLINE DENGAN KODE AGENDA 224009912201249410. TGL 24/01/2022 BP DAN STROOM AWAL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. PADA STATUS AP2T TERTERA LEBIH DARI 25 HARI DAN SESUAI INFORMASI PELANGGAN WARGA SUDAH KIRIM SURAT KE PLN PALANGKARAYA, BANK BTN, ASOSIASI PENGEMBANG DLL TP TETAP AJA UJUNG2 NYA YA PLN MAU BIAYA PEMASANGAN TIANG DARI DEVELOPER TP DEVELOPER TIDAK MAU KELUAR UANG, JADI SAMPAI SEKARANG TIDAK ADA KABAR/PERKEMBANGAN NYA. SESUAI INFO PELANGGAN, BELUM ADA TINDAK LANJUT. PELANGGAN PERNAH LAPOR DENGAN NO: K5223042501144, K5423042812614, K5423050309578 DAN K5423050604074. STATUS BATAL, SESUAI INFORMASI PELANGGAN BELUM ADA KONFIRMASI PETUGAS.;1
MOHON TINDAKLANJUT DAN PENYELESAIAN. TGL 09/05/23 MELAKUKAN PENGAJUAN PD DENGAN NO.REG 1610015102182 KE AREA TERKAIT DAN INGIN DILAKUKAN PEMBATALAN PELANGGAN INGIN MENGAJUKAN MENGGUNAKAN VOUCHER PROMO.;1
LEBIH TAGIH. ST AK REK (MEI 23) = 11603, ST APP TGL XX/XX/XX = 10846. REK (TELAH DILUNASI). KONDISI RUMAH TIDAK DIHUNI RUMAH BERPAGAR DAN TERKUNCI.KWH METER SUSAH DIAKSES PETUGAS. TIDAK TAHU KEDATANGAN PETUGAS . PELANGGAN MENGINGINKAN AGAR HAL TSB TIDAK TERULANG KEMBALI.;4
MOHON TINDAK LANJUT DAN PENYELESAIAN. PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU R1/900 VA (SUBSIDI) DENGAN NO KTP PEMILIK BANGUNAN 3209380602910005 . NAMUN PADA DATA AP2T TERTERA NO KTP TSB SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN.;1
MUTASI_K (G9923051119472:SERING ADA PEMADAMAN) - DI WILAYAH TSB PTL SERING PADAM (DALAM 1 MINGGU TERAKHIR 4 KALI PADAM).;0
MUTASI_K (G9923051220723:gangguan) - MUTASI_K (G9923051118952:gangguan) - MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA (KWH DIRASAKAN CEPAT HABIS). SEJAK 1 TAHUN. SESUAI INFORMASI PELANGGAN TIDAK ADA PENAMBAHAN ALAT ELEKTRONIK, MCB DAN SEKERING TURUN SISA KWH TETAP BERKURANG. SISA KWH 109.46 // MOHON MENGHUBUNGI JAM KERJA SAMPAI 16.00 SAJA DI TLEP NYA. TERKAIT K5223051100454. PELANGGAN MENGHENDAKI PENANGANAN SAAT JAM KERJA (SELAIN JAM KERJA LOKASI TUTUP) CC.52.PUTRI.SM. PELANGGAN MENGHUBUNGI KEMBALI CC.52.ANGGOLA.SM;3
PELANGGAN TDK BISA INPUT TOKEN SETELAH UPDATE VKRN 43 . SISA 448;4
TGL 04/05/2023 PROSES PB (R1MT/900VA) MELALUI PLN MOBILE DENGAN KODE REGISTRASI 4374012123050. TGL 04/05/2023 BP DAN STROOM AWAL/UJL TELAH DILUNASI. PADA STATUS AP2T TERTERA MEMBUTUHKAN WAKTU LEBIH DARI 25 HARI KERJA KERENA LOKASI SULIT DIJANGKAU. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. MOHON PENJELASAN KE YBS PERIHAL REALISASINYA.;1
MOHON TINDAK LANJUT DAN PENYELESAIANNYA. BERDASARKAN INFO PELANGGAN TGL 10/05/2023 TERJADI GANGGUAN TERTERA PERIKSA DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS DENGAN CARA SAMBUNG LANGSUNG DENGAN NO.BA = 22004575 PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN;3
